"celltype","gene","contrast","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","method"
"Endothelial","SKAP2","disease_vs_control",1.40452404162939e-05,-0.871923676543826,0.16,0.308,0.322942212891845,"Seurat_LR_cell_level_exploratory"
"Endothelial","PTP4A2","disease_vs_control",1.43914921389035e-05,-2.17279605854317,0.048,0.167,0.330903578749807,"Seurat_LR_cell_level_exploratory"
"Endothelial","BTG3","disease_vs_control",1.44443580157976e-05,-3.48161528858559,0.011,0.096,0.332119123857234,"Seurat_LR_cell_level_exploratory"
"Endothelial","AKR1A1","disease_vs_control",1.50878224546062e-05,2.63954891152501,0.154,0.019,0.346914301698761,"Seurat_LR_cell_level_exploratory"
"Endothelial","ANKRD1","disease_vs_control",1.51597886614236e-05,6.97625254783346,0.085,0,0.348569020692114,"Seurat_LR_cell_level_exploratory"
"Endothelial","NUP50-AS1","disease_vs_control",1.52948033237532e-05,3.81796145260895,0.181,0.013,0.351673412823057,"Seurat_LR_cell_level_exploratory"
"Endothelial","HES1","disease_vs_control",1.53237134898926e-05,-3.82149029340411,0.021,0.141,0.3523381442731,"Seurat_LR_cell_level_exploratory"
"Endothelial","GNAQ","disease_vs_control",1.53853942339121e-05,-0.616130992940064,0.649,0.731,0.35375636962034,"Seurat_LR_cell_level_exploratory"
"Endothelial","CASZ1","disease_vs_control",1.54626973465401e-05,-2.9676526855633,0.016,0.103,0.355533800088998,"Seurat_LR_cell_level_exploratory"
"Endothelial","IRF6","disease_vs_control",1.54643211680704e-05,6.25080486173596,0.08,0,0.355571136617443,"Seurat_LR_cell_level_exploratory"
"Endothelial","ADTRP","disease_vs_control",1.55967183176083e-05,6.47516772323322,0.08,0,0.358615344276767,"Seurat_LR_cell_level_exploratory"
"Endothelial","HPS5","disease_vs_control",1.5621157646464e-05,1.86865307782032,0.213,0.032,0.359177277765146,"Seurat_LR_cell_level_exploratory"
"Endothelial","PGM5","disease_vs_control",1.57967749888889e-05,-1.17611042344596,0.25,0.404,0.363215247319523,"Seurat_LR_cell_level_exploratory"
"Endothelial","FRMD4B","disease_vs_control",1.67218796346258e-05,1.01580464972204,0.681,0.423,0.384486178438951,"Seurat_LR_cell_level_exploratory"
"Endothelial","HHIP","disease_vs_control",1.68722372486825e-05,4.3001792015421,0.117,0.006,0.387943351058958,"Seurat_LR_cell_level_exploratory"
"Endothelial","GATA2","disease_vs_control",1.70316083335463e-05,3.12072564015507,0.122,0.019,0.391607770413231,"Seurat_LR_cell_level_exploratory"
"Endothelial","NPEPPS","disease_vs_control",1.72259325454218e-05,1.03748803208521,0.521,0.237,0.396075867016883,"Seurat_LR_cell_level_exploratory"
"Endothelial","PDZD2","disease_vs_control",1.7906530876804e-05,-1.31306276073632,0.218,0.346,0.411724864450355,"Seurat_LR_cell_level_exploratory"
